"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StonePineForest/Materials/MasterMaterials/M_TreeCap.M_TreeCap","0","54","54","1","24.962814","0","0"
"/Game/StonePineForest/Materials/MasterMaterials/M_StonePine_Leafs.M_StonePine_Leafs","0","92","96","1","38.952015","0","0"
"/Game/StonePineForest/Materials/MasterMaterials/M_SP_Bark.M_SP_Bark","0","42","42","1","19.933390","0","0"
"/Game/StonePineForest/Materials/MasterMaterials/M_Billboard.M_Billboard","0","92","96","1","49.091995","0","0"
"/Game/StonePineForest/Materials/MasterMaterials/M_BarkRockCliff.M_BarkRockCliff","0","441","468","3","162.938019","0","0"
"/Game/StonePineForest/Materials/MasterMaterials/M_vegatation.M_Vegatation","0","276","288","3","152.915405","0","0"
"/Game/FFBLAZE/Pickups/Rain_Material.Rain_Material","0","24","24","1","10.604873","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Glass.M_Glass","0","72","72","1","90.931824","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseTexture.M_BaseTexture","0","95","99","1","43.115295","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Plants.M_Plants","0","92","96","1","40.861698","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_SubSurface.M_SubSurface","0","88","90","1","37.081245","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Metal.M_Metal","0","43","45","1","21.838797","0","0"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","0","363","393","3","615.367554","0","0"
"/Game/StonePineForest/Materials/MasterMaterials/M_Grass.M_Grass","0","92","96","1","46.897877","0","0"
"/Game/StonePineForest/Materials/MasterMaterials/M_Sappling.M_Sappling","0","42","42","1","17.369762","0","0"
"/Game/StonePineForest/Materials/MasterMaterials/M_Mushroom.M_Mushroom","0","42","42","1","17.520002","0","0"
"/Game/StonePineForest/Materials/LandscapeMaterials/M_Landscape.M_Landscape","0","1615","1714","17","552.961670","0","0"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","0","12","12","1","3.789168","0","0"
"/Game/ModularBuildingSet/materials/Concrete/concrete_trim.concrete_trim","0","21","21","1","10.057652","0","0"
"/Game/ModularBuildingSet/materials/black_interior.black_interior","0","21","21","1","10.063418","0","0"
"/Game/FFBLAZE/Cutscene/ffBlazecutscene13_Mat.ffBlazecutscene13_Mat","0","12","12","1","5.655494","0","0"
"/Game/FFBLAZE/Cutscene/ffBlazecutscene12_Mat.ffBlazecutscene12_Mat","0","12","12","1","5.969059","0","0"
"/Game/FFBLAZE/Cutscene/ffBlazecutscene11_Mat.ffBlazecutscene11_Mat","0","12","12","1","6.033557","0","0"
"/Game/FFBLAZE/Cutscene/ffBlazecutscene10_Mat.ffBlazecutscene10_Mat","0","12","12","1","5.852380","0","0"
"/Water/Materials/Brushes/MeshBrush_Width.MeshBrush_Width","0","2","2","1","0.995463","0","0"
"/Water/Materials/Brushes/MeshBrush_Weightmap.MeshBrush_Weightmap","0","2","2","1","0.820211","0","0"
"/Water/Materials/Brushes/MeshBrush_Island.MeshBrush_Island","0","2","2","1","0.873675","0","0"
"/Water/Materials/Brushes/MeshBrush_Angle.MeshBrush_Angle","0","2","2","1","0.842108","0","0"
"/Water/Materials/Brushes/FinalizeWaterTexture.FinalizeWaterTexture","0","8","8","1","3.568545","0","0"
"/Water/Materials/Brushes/CompositeWaterBodyTexture.CompositeWaterBodyTexture","0","8","8","1","3.410138","0","0"
"/Water/Materials/Brushes/CanvasDrawing.CanvasDrawing","0","10","10","1","3.484865","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/RenderSplineDepths.RenderSplineDepths","0","4","4","1","1.302904","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/CacheDistanceField.CacheDistanceField","0","8","8","1","3.795424","0","0"
"/Landmass/DistanceFields/Materials/JumpFloodStep.JumpFloodStep","0","8","8","1","3.265704","0","0"
"/Landmass/DistanceFields/Materials/DetectEdges.DetectEdges","0","8","8","1","4.163988","0","0"
"/Landmass/DistanceFields/Materials/BlurEdges.BlurEdges","0","8","8","1","3.054267","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Under.M_SUV_Under","0","33","33","1","14.311086","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Interior.M_SUV_Interior","0","33","33","1","15.347760","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Body.M_SUV_Body","0","33","33","1","14.376819","0","0"
"/Game/VehicleVarietyPack/Materials/SportsCar/M_SportsCar_Under.M_SportsCar_Under","0","33","33","1","14.345382","0","0"
"/Game/VehicleVarietyPack/Materials/SportsCar/M_SportsCar_Interior.M_SportsCar_Interior","0","33","33","1","15.017570","0","0"
"/Game/VehicleVarietyPack/Materials/SportsCar/M_SportsCar_Body.M_SportsCar_Body","0","33","33","1","14.588446","0","0"
"/Game/VehicleVarietyPack/Materials/Pickup/M_Pickup_Under.M_Pickup_Under","0","33","33","1","13.966472","0","0"
"/Game/VehicleVarietyPack/Materials/Pickup/M_Pickup_Interior.M_Pickup_Interior","0","77","81","1","25.970625","0","0"
"/Game/VehicleVarietyPack/Materials/Pickup/M_Pickup_Body.M_Pickup_Body","0","33","33","1","14.098577","0","0"
"/Game/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Under.M_Hatchback_Under","0","33","33","1","15.048630","0","0"
"/Game/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Interior.M_Hatchback_Interior","0","33","33","1","16.220644","0","0"
"/Game/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Body.M_Hatchback_Body","0","33","33","1","16.706474","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","2","2","1","0.772622","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","21","21","1","12.397829","0","0"
"/Game/ModularBuildingSet/materials/Bricks_Tiles/bricks_red.bricks_red","0","21","21","1","14.450346","0","0"
"/Game/ModularBuildingSet/materials/Metal/metal_trim___default.metal_trim___default","0","21","21","1","11.681865","0","0"
"/Game/ModularBuildingSet/materials/Bricks_Tiles/tile_trim___default.tile_trim___default","0","21","21","1","14.919557","0","0"
"/Game/ModularBuildingSet/materials/Ground_Rubble/trash_pile.trash_pile","0","21","21","1","14.224241","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","2","2","1","0.960500","0","0"
"/Game/ModularBuildingSet/materials/Bricks_Tiles/bricks_red_concrete_trim.bricks_red_concrete_trim","0","21","21","1","12.540753","0","0"
"/Game/ModularBuildingSet/materials/Ground_Rubble/dirt_pebble_pile.dirt_pebble_pile","0","46","48","1","20.039154","0","0"
"/Game/ModularBuildingSet/materials/Metal/metal_trim__roughness+color_pckr.metal_trim__roughness+color_pckr","0","21","21","1","13.677254","0","0"
"/Game/ModularBuildingSet/materials/Metal/metal_trim__color_pckr.metal_trim__color_pckr","0","21","21","1","14.329471","0","0"
"/Game/M5VFXVOL2/Materials/Master/Gradient_Mat.Gradient_Mat","0","40","40","1","26.934862","0","0"
"/Game/ModularBuildingSet/Textures/concrete_trim_c_Mat.concrete_trim_c_Mat","0","12","12","1","7.726651","0","0"
"/Game/ModularBuildingSet/materials/Bricks_Tiles/brick_wall_red.brick_wall_red","0","21","21","1","13.255828","0","0"
"/Game/ModularBuildingSet/materials/Concrete/concrete_trim_CLR_PKR.concrete_trim_CLR_PKR","0","21","21","1","11.615542","0","0"
"/Game/StylishCombatKit/Maps/Geometry/Meshes/RampMaterial.RampMaterial","0","21","21","1","11.879275","0","0"
"/Game/M5VFXVOL2/Demo/Materials/BG_Grid_Mat.BG_Grid_Mat","0","94","99","1","41.016258","0","0"
"/Game/ModularBuildingSet/materials/Glass/Glass.Glass","0","44","44","1","60.580601","0","0"
"/Game/FFBLAZE/TexturesAndMaterials/Textures/wood_texture_Mat.wood_texture_Mat","0","12","12","1","6.869792","0","0"
"/Game/ModularBuildingSet/materials/Glass/Glass_Opaque.Glass_Opaque","0","21","21","1","13.430059","0","0"
"/Game/ModularBuildingSet/materials/Cloth/cloth_awning_torn__default.cloth_awning_torn__default","0","46","48","1","23.896740","0","0"
"/Game/ModularBuildingSet/materials/Bricks_Tiles/brick_wall_grey.brick_wall_grey","0","21","21","1","13.828419","0","0"
"/Game/FFBLAZE/Cutscene/ffBlazecutscene06_Mat.ffBlazecutscene06_Mat","0","12","12","1","7.610625","0","0"
"/Game/FFBLAZE/Cutscene/ffBlazecutscene05_Mat.ffBlazecutscene05_Mat","0","12","12","1","7.196046","0","0"
"/Game/FFBLAZE/Cutscene/ffBlazecutscene04_Mat.ffBlazecutscene04_Mat","0","12","12","1","6.563632","0","0"
"/Game/StylishCombatKit/Maps/Geometry/Meshes/CubeMaterial.CubeMaterial","0","21","21","1","12.207232","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","21","21","1","13.670897","0","0"
"/Game/ModularBuildingSet/materials/Metal/metal_shutters.metal_shutters","0","21","21","1","13.629296","0","0"
"/Game/ModularBuildingSet/materials/Cloth/cloth_awning_intact__default.cloth_awning_intact__default","0","46","48","1","23.173443","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","21","21","1","12.177019","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","21","21","1","17.171135","0","0"
"/Game/ModularBuildingSet/materials/Ground_Rubble/Road.Road","0","21","21","1","12.403252","0","0"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Rust/decal_rust_dripping_b01.decal_rust_dripping_b01","0","31","31","1","19.342663","0","0"
"/Engine/EngineDebugMaterials/BlackUnlitMaterial.BlackUnlitMaterial","0","4","4","1","1.391422","0","0"
"/Game/FFBLAZE/Cutscene/ffBlazecutscene09_Mat.ffBlazecutscene09_Mat","0","12","12","1","6.664483","0","0"
"/Game/FFBLAZE/Cutscene/ffBlazecutscene08_Mat.ffBlazecutscene08_Mat","0","12","12","1","8.090539","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","42","42","1","49.006855","0","0"
"/Game/FFBLAZE/Cutscene/ffBlazecutscene07_Mat.ffBlazecutscene07_Mat","0","12","12","1","6.085978","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","21","21","1","11.566226","0","0"
"/Game/FFBLAZE/Cutscene/ffBlazecutscene03_Mat.ffBlazecutscene03_Mat","0","12","12","1","5.584867","0","0"
"/Game/FFBLAZE/Cutscene/ffBlazecutscene02_Mat.ffBlazecutscene02_Mat","0","12","12","1","6.086306","0","0"
"/Game/FFBLAZE/Cutscene/ffBlazecutscene01_Mat.ffBlazecutscene01_Mat","0","12","12","1","5.919473","0","0"
